Artist,Album,Track Name,Track URI
Sky Ferreira,"Night Time, My Time",Everything Is Embarrassing - Unknown Mortal Orchestra Remix,spotify:track:0TFYWIJ1LsxddRPHrVBmlt
Skeptical,EXIT VS007,I've Seen,spotify:track:6dkAFl0rG0qg8yS6YbfSti
Billie Eilish,dont smile at me,bellyache,spotify:track:1ni8ZTAY1GHXEFOGHl7fdg
Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (feat. Oh Wonder),spotify:track:2eAZfqOm4EnOF9VvN50Tyc
Kraftwerk,Computer World,Computer Love - 2009 Remaster,spotify:track:5BXBi5pLeJhblMVH2ltjpl
The Strokes,Brooklyn Bridge To Chorus,Brooklyn Bridge To Chorus,spotify:track:5gzm0zFeHjYfteQu7x2uus
Yellow Days,The Way Things Change,The Way Things Change,spotify:track:1kLXQonNqsJxCPFkUet3pV
King Krule,The OOZ,La Lune,spotify:track:194bcmwinAQqnkzdMRqju0
Madonna,Celebration,Vogue,spotify:track:27QvYgBk0CHOVHthWnkuWt
Grimes,Visions,Oblivion,spotify:track:2RtNSM8cPCAOZ5bvQbW6y3
j'san,this feeling's too good,this feeling's too good,spotify:track:2w34gUbQkOqiPX3d5iji8C
Vansire,Angel Youth,Yours Truly,spotify:track:3IcTQwvHCQWqXmazbIfzEq
Childish Gambino,"""Awaken, My Love!""",Me and Your Mama,spotify:track:31tf1qEai5o5f4r66Kd0pU
New Order,Singles,Ceremony - Version 1; 2016 Remaster,spotify:track:1c4OpZ2G1MEcEKSknUZjdD
The Internet,Ego Death,Under Control,spotify:track:2kBHv0gFA2iheTUXmPB9e1
Drake,Thank Me Later,Best I Ever Had,spotify:track:1GxHeBvQ9935Dd3cSfsfBa
Carly Simon,Why,Why - Radio Version,spotify:track:4M5dfqkrPSmhsjkDNLaPpm
Lana Del Rey,Ultraviolence,Shades Of Cool,spotify:track:4VSg5K1hnbmIg4PwRdY6wV
Ninetoes,Finder,Finder - Original,spotify:track:2urGLvUk2UxfGZ7oFxQmuN
BROCKHAMPTON,GINGER,BOY BYE,spotify:track:6e7hIhOLH9zvb3zP5O5gt0
The Cinematic Orchestra,Ma Fleur,To Build A Home,spotify:track:54KFQB6N4pn926IUUYZGzK
Mariah Carey,Daydream,Always Be My Baby,spotify:track:2aBxt229cbLDOvtL7Xbb9x
Claire Laffut,Vérité,Vérité,spotify:track:0892wPiVU3lHRaH7L6l7g1
Dolores O'Riordan,Are You Listening?,Ordinary Day,spotify:track:3XKJ53MxEkEMGhyHBnssHw
Eartheater,Trinity,Solid Liquid Gas,spotify:track:6LNHqxLC3cnbL0X1Q7KXPC
Gesaffelstein,Aleph,Piece of Future,spotify:track:6lBZXGYFJ0Tkc83wX9pQR9
Mac Miller,GO:OD AM,Rush Hour,spotify:track:09VACB0akCnPueTFnjN5Pn
Blunt & Real,Egjeli,55555,spotify:track:1cFFdAd3V7rXF2tIBhYWTp
"Tyler, The Creator",Flower Boy,Who Dat Boy (feat. A$AP Rocky),spotify:track:21yRtB6B8EMounImAfHRCP
No Vacation,Yam Yam,Yam Yam,spotify:track:1j56M8iOGH48yuKqj64qGK
Stevie Wonder,My Cherie Amour,My Cherie Amour,spotify:track:5ZoDwIP1ntHwciLjydJ8X2
Africa Express,EGOLI,Johannesburg,spotify:track:7n2kFvSGMN51HVITbVgyu9
Blunt & Real,Egjeli,Nr,spotify:track:4X7oWy9IeItSV9vkaxwUvx
Jack Harlow,Loose,SLIDE FOR ME,spotify:track:2qQaKDFsY2GuYUandZdgiC
Imagination,Body Talk,Body Talk,spotify:track:5GcDAsm0vgFWsrcL4kqK6k
Lana Del Rey,Ultraviolence,Brooklyn Baby,spotify:track:1NZs6n6hl8UuMaX0UC0YTz
Future,Future Hndrxx Presents: The WIZRD,F&N,spotify:track:5YP6yKgGGsXKukqxXypVAf
BROCKHAMPTON,BUZZCUT (feat. Danny Brown),BUZZCUT (feat. Danny Brown),spotify:track:3uOIoS7lOvzQAtbbyttHp6
Megan Thee Stallion,Tina Snow,Big Ole Freak,spotify:track:3YEbLhXRDPTtctnb3ddg8g
Pardon Moi,Power To The People,Power To The People,spotify:track:19sphSXIpDbd6DUGbXET15
YG,Stop Snitchin,Stop Snitchin,spotify:track:3hhs1XHsWvbH0mP9D1BT2Z
Depeche Mode,Personal Jesus,Personal Jesus - Original Single Version,spotify:track:1xShPgQbOUa98avWJQFDBY
Kygo,Born To Be Yours,Born To Be Yours,spotify:track:0WVAQaxrT0wsGEG4BCVSn2
Stephen Marley,Mind Control,Hey Baby,spotify:track:1Bsl6Jw7bJtQ4pc7OQREog
Thievery Corporation,Saudade,Depth of My Soul (feat. Shana Halligan),spotify:track:2aDWc6sUMv4Wt1uIA9hEkP
Jungle,For Ever,Cherry,spotify:track:5k44yc5bXO1XRedzjaugdQ
Gesaffelstein,Aleph,Trans,spotify:track:7Ia4W2LWgQL2GCK3MpUTdx
Mariah Carey,Music Box,Hero,spotify:track:4FCb4CUbFCMNRkI6lYc1zI
Lana Del Rey,Lust For Life,Heroin,spotify:track:7lSdUlVf8k6kxklKkskb1m
Travis Scott,Rodeo,Pornography,spotify:track:2QeQNF182V61Im0QpjdVta
Jestofunk,Love in a Black Dimension,For Your Precious Love,spotify:track:2zpuJRWcGl7K4PQN9jrqKN
Charlotte Cardin,Double Shifts,Double Shifts,spotify:track:5M5OZrvTwykYs3Rhcto3DQ
Anyma,Syren,Syren,spotify:track:7nj50KCxnSOUGNOvLP0gEn
David Bowie,Nothing Has Changed (The Best of David Bowie),Where Are We Now?,spotify:track:0vzt5sEkX98bE90A8h96Tk
Madonna,True Blue,La Isla Bonita,spotify:track:6r8k1vznHrzlEKYxL4dZEe
salvia palth,melanchole,i was all over her,spotify:track:7svpAkwc6xaSxlbZ7V7JiS
Barry Can't Swim,When Will We Land?,How It Feels,spotify:track:3NZz7DWeVQesSOn6mO39F7
Lana Del Rey,Honeymoon,Terrence Loves You,spotify:track:44JxL1qNXXQYniZ5T3MUs9
blink-182,blink-182,I Miss You,spotify:track:1AdYZ6X00nXmO613Y7GJOl
trentemøller,Trentemøller - The Digital Chronicles,Moan - Trentemoeller Remix,spotify:track:296mPMQavmf1vvxYrUvLN8
The Game,The Documentary,Put You On The Game,spotify:track:0e7S689mFbBnIWTWtjc4b4
Stevie Wonder,Where I'm Coming From,Never Dreamed You'd Leave In Summer,spotify:track:3ELFMOauCVyfEQF6ec3fI3
Drake,Nothing Was The Same,Pound Cake / Paris Morton Music 2,spotify:track:1HDaPtZuixue2q6VGNRdVO
Darren Hayes,Spin,Insatiable,spotify:track:4Q8yCpsxxJF0tRsjzu6Ytw
SUMMY,Sus,Sus,spotify:track:0ehSkRhKO9Rx8H5M4LwAkJ
Mura Masa,Mura Masa,Love$ick (feat. A$AP Rocky),spotify:track:3sTN90bIP2cJ1783ctHykO
Fleetwood Mac,English Rose,Albatross,spotify:track:3iZ5twPwvFeOUQA4Deu8tP
Lana Del Rey,Honeymoon,Honeymoon,spotify:track:4X5zaUdlRhvBWYnyQIKmH8
Drake,Scorpion,Nice For What,spotify:track:3CA9pLiwRIGtUBiMjbZmRw
Duckwrth,SG8*,4K,spotify:track:1p6l9BLXN9sayRzl2snCpv
System Of A Down,Mezmerize,Lost In Hollywood,spotify:track:1tBiNh8cmLwxaX87kueHao
The Marías,"Superclean, Vol. II",Loverboy,spotify:track:3XCpEFU4uXsBq5WmVQQKC9
Thievery Corporation,The Richest Man In Babylon,All That We Perceive,spotify:track:50b1SWqzBcwIpBropLMh0o
Flatbush Zombies,Vacation In Hell,The Goddess (feat. Dave B.),spotify:track:352gVtB5hVJFWzjLfRsAJy
Kyson,After the Rain,After the Rain,spotify:track:2bfRqfLDOUaevaaavWwOpR
Lolamur,Nice to Meet You,Nice to Meet You,spotify:track:5MTqzz8FK2m2biY9ekAkL8
Cavetown,Dear.,Talk to Me,spotify:track:7mLIL4OdNdwFcGNlTcWa0c
Tame Impala,Currents,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ
Aaliyah,Are You That Somebody,Are You That Somebody,spotify:track:1sSuFkO3m3Cr6YN24NYol5
Ingelise Rune,"Københavnerliv Vol. 8, Hvad Er Swing?",Stardust,spotify:track:78Zc4jATRbJylzcWkplvpx
J. Cole,KOD,FRIENDS (feat. kiLL edward),spotify:track:6onwlDmIVKE8bBgyBRSuS0
Common,Go! Common Classics,The Light,spotify:track:5fybLNY2eBRnEGg8SUW6yk
Ciara,Beauty Marks,Trust Myself,spotify:track:3ZJRRdGN21Y9b7v9ajza3f
Empire Of The Sun,Ice On The Dune,Alive,spotify:track:2O9O26335YYVckmRgPKY3s
Agoria,You're Not Alone,You're Not Alone - Solomun Remix,spotify:track:08Uz2WDG2HpZwCX7qOn7OJ
Victor Internet,Tinder Song,Tinder Song,spotify:track:3iy0DPa6OvqqH7ZRWQWWol
Pink Guy,Pink Season,Fried Noodles,spotify:track:1j8bp1BNjMxUJV7nLkSUrb
Kanye West,ye,All Mine,spotify:track:3U21A07gAloCc4P7J8rxcn
Future,Future Hndrxx Presents: The WIZRD,Overdose,spotify:track:5OUHuypXfqeKaHNO44ojio
Sonique,Hear My Cry,Sky,spotify:track:7zlkYAQdYPIwagUwO7Dyah
Ennio Morricone,Quentin Tarantino The Essential,L'arena (From “Kill Bill Vol. 2”),spotify:track:5ryZvlIcPz5JHunn4ybDzp
Mild High Club,Timeline,Note to Self,spotify:track:4jaEiBXMjgpAtsFM2zBYEB
BROCKHAMPTON,iridescence,WHERE THE CASH AT,spotify:track:3t1cMXPS25j8hpzJyLY3Pn
Miley Cyrus,Younger Now,Malibu,spotify:track:1UZOjK1BwmwWU14Erba9CZ
Gorillaz,Demon Days,DARE,spotify:track:4Hff1IjRbLGeLgFgxvHflk
Men I Trust,Billie Toppy,Billie Toppy,spotify:track:5jyj2XKWILHQxDoz59ddCT
Vanessa Paradis,Best Of & Variations,La Seine - Extrait de la bande originale un monstre à Paris,spotify:track:4B6XjmOWI55np7y4MUTXDu
Gesaffelstein,Aleph,Aleph,spotify:track:5nYWDlIt7OzaC6UJBZCICo
Green Day,Dookie,When I Come Around,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz
Lil Uzi Vert,The Perfect LUV Tape,SideLine Watching (Hold Up),spotify:track:0VYhxVxH9ijmdHUKsON9Bk
Depeche Mode,Catching Up with Depeche Mode,Master and Servant,spotify:track:4Db6PxFIiK1a6nCEJABTHk
Radio Stars,Holiday Album,The Real Me,spotify:track:13fd1R9kbhKzRFY6IVLtav
Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Ex-Factor,spotify:track:2VjXGuPVVxyhMgER3Uz2Fe
Ari Lennox,Shea Butter Baby,Shea Butter Baby (with J. Cole),spotify:track:5BOBHIBuzvQuIYL1E1nDzl
Sky Ferreira,"Night Time, My Time","Night Time, My Time",spotify:track:3Ev1a7OygyuteJpPBctAaT
Kodak Black,Institution,Already,spotify:track:3XoMtVDuIbmMQ9UKSShXti
The Offspring,Smash,Self Esteem,spotify:track:1FkoVC85Ds3mFoK0fVqEqP
Juice Newton,Country Greats - Juice Newton,Angel Of The Morning - Single Version,spotify:track:4F84R2gGjJvLhsTFO3M3eD
Lana Del Rey,Born To Die,Million Dollar Man,spotify:track:0P11XLoH1nch5dDuYjYbnP
David Guetta,Just a Little More Love,Love Don't Let Me Go,spotify:track:0mIAWTIXUP9Os5RBXKclO6
Snoop Dogg,Tha Last Meal,True Lies,spotify:track:0qhl7BtMawSDEJ06bVIrL5
21 Savage,SAVAGE MODE II,RIP Luv,spotify:track:1wGnp7ejkCuXRsehXx0PNP
Fred again..,Delilah (pull me out of this),Delilah (pull me out of this),spotify:track:0Ftrkz2waaHcjKb4qYvLmz
JoJo,The High Road,Too Little Too Late - 2018,spotify:track:3hc7PLcmuZbJGPjhIore1i
Saba,CARE FOR ME,BROKEN GIRLS,spotify:track:5AdhyCxxguV1wXde1vqgWC
Falco,Out Of The Dark (Into The Light),Out Of The Dark,spotify:track:6vgnumRgsZcc5fVFtpIRO1
The Neighbourhood,Wiped Out!,Cry Baby,spotify:track:0EfsDEYaSjGYd66Pr881nq
Mind Against,Solaris EP,Eclipse,spotify:track:3iPojzimwFbZMIFal2rGoF
Fog Lake,Virgo Indigo,Nocturnal Blues,spotify:track:2dtepNMKw4yIrIJ1jcL3yh
TV Girl,The Night in Question: French Exit Outtakes,Lines to a Different Play,spotify:track:2Eq0Kz6bt24mgQxZKBb4LT
Tame Impala,Currents,Let It Happen,spotify:track:2X485T9Z5Ly0xyaghN73ed
J. Cole,KOD,1985 - Intro to “The Fall Off”,spotify:track:7EulRO07ZgchxqKUHb8Pvc
Nick Cave & The Bad Seeds,"Dig, Lazarus, Dig!!!",More News from Nowhere,spotify:track:5x5QQJ491MxL4cEnwq8U9r
TOTO,Toto,Georgy Porgy,spotify:track:5jQcJ2st6yHWhUBjoDoZPH
Jungle,For Ever,Casio,spotify:track:33wUd3GgaRf2rux2aJ71yb
Angel Olsen,Phases,Fly On Your Wall,spotify:track:7baqevYFvsevqje1Pdmjcy
Zero Cult,Where Rivers Have No Name,Where Rivers Have No Name,spotify:track:5wHaKmroLRjhR9QYz5QPZQ
Nicki Minaj,The Pinkprint,The Crying Game,spotify:track:6aphz6iYE6b4gJ4vsbPJVm
J. Cole,4 Your Eyez Only,Deja Vu,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ
JoJo,RnB So Classics,Leave (Get Out),spotify:track:3BiWJWxPPA8NCeBeiFlclc
Panic! At The Disco,Death of a Bachelor,Victorious,spotify:track:6od5hFv9IT5JHc7NEF9HRv
J. Cole,KOD,Intro,spotify:track:52Hq1nvCDDZ17dhgGWLnCI
Remy Zero,The Golden Hum,Save Me,spotify:track:4pkFvX3AkuiSGPkv8gMlks
Eminem,Recovery,So Bad,spotify:track:5Ve4qBYAThGLTOva0hhoTa
Caravan Palace,<|º_º|>,Lone Digger,spotify:track:0thLhIqWsqqycEqFONOyhu
Sky Ferreira,"Night Time, My Time",Kristine,spotify:track:3BdUDbQXj4JGA5IHoqBi3u
Bryan Kessler,Sisters & Brothers Vol. 4,Such a Sweet Ability,spotify:track:6t7eathy1COksn97bRD78t
Cigarettes After Sex,Cigarettes After Sex,Each Time You Fall In Love,spotify:track:6YbqjyoqQx9p13IndkOzeP
Electric Youth,Innocence,Innocence,spotify:track:3aTAz18nL4Of7dDYYzgzjp
Marie Laforêt,Marie,Les vendanges de l'amour,spotify:track:0WfCm2dnVBoB96um6GRAC6
Crockett,City of Ghosts,City of Ghosts,spotify:track:14aGkYqaFAlNvff53p4Sn5
The Japanese House,Saw You In A Dream,Count To Nine,spotify:track:6bB3er5uODHzyEXuWOXXGj
Skepta,Energy (Stay Far Away),Energy (Stay Far Away),spotify:track:11RIJRbBfyLlJut96itSFd
Boris Brejcha,Gravity,Gravity,spotify:track:1eV81a6H4xDdpi8r2C4tQT
Jay Israelson,The Longest Week (Original Music from the Motion Picture),Ennui,spotify:track:4jCU8oEsm1t9ARHkSVh0wR
Gucci Mane,WOPTOBER,Icy Lil Bitch,spotify:track:3yR1KKeveAUv39QiiPHwfo
iann dior,nothings ever good enough,emotions,spotify:track:5CRXf83hn7NVeWEs7rm63m
Big Thief,Masterpiece,Paul,spotify:track:1uP8UVMXcTJn28TbhfR2Wo
D-Block Europe,The Blue Print – Us Vs. Them,Ferrari Horses,spotify:track:5erCwioOcRwP59NJUAtEK3
Fleetwood Mac,Rumours,The Chain - 2004 Remaster,spotify:track:5e9TFTbltYBg2xThimr0rU
Playboi Carti,Playboi Carti,Other Shit,spotify:track:1KsfhDZbBY2JjTHLmYhkK1
Victoria Monét,JAGUAR,We Might Even Be Falling In Love (Interlude),spotify:track:4rCuwgRRKaIiHlHDc8Bga6
"Tyler, The Creator",IGOR,NEW MAGIC WAND,spotify:track:0fv2KH6hac06J86hBUTcSf
Drake,Care Package,Can I,spotify:track:3e0ZGE7Gp034iLknjQk4QW
Stegosaurus Rex,The Dino Soars,Nowhere To Run,spotify:track:2PJhATOD9dWsevezmfjoMA
Hues Corporation,Freedom for the Stallion (Expanded Edition),Rock the Boat,spotify:track:7fu3Tv5rcoGD1PZV7s57WW
The Blaze,DANCEHALL,HEAVEN,spotify:track:09wrW4mdaoBrOFY6KSR94h
Nouvelle Vague,Nouvelle Vague,In A Manner Of Speaking,spotify:track:2xYIBDUd1ftJTzXkUVgy6C
Rui Da Silva,Produced & Remixed,Touch Me,spotify:track:2LGrLtvYEHrd3Nnot4Hxuw
Agar Agar,Nap,Nap,spotify:track:4JFHAlZfL67UF1uotyCPfr
Lana Del Rey,Norman Fucking Rockwell!,Norman fucking Rockwell,spotify:track:3RIgHHpnFKj5Rni1shokDj
The Vernes,Maybe I'll Feel Better When I'm Dead,1994,spotify:track:2KIRiMjvaSwzf1JXBKWDd4
Hans Zimmer,The Holiday,Anything Can Happen,spotify:track:752Hf1vRc8o0N90jGuZAYt
Jimmy Whoo,Motel Music Pt. II,Nite Eye,spotify:track:5ke4RoNqVTUej4Q0wOhreU
Summer Salt,So Polite,Candy Wrappers,spotify:track:3iFYY09Z5yoNy1QnJBt4AR
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,spotify:track:0tMSssfxAL2oV8Vri0mFHE
Blood Orange,Coastal Grooves,Champagne Coast,spotify:track:0AIpGG5dxEgnAymhdJRSZ0
The xx,Coexist,Tides,spotify:track:1qwZeWp8oe2Y5gVhgJD6NU
Electric Light Orchestra,Out of the Blue,Mr. Blue Sky,spotify:track:2RlgNHKcydI9sayD2Df2xp
The Weeknd,Dawn FM,Less Than Zero,spotify:track:2D4dV2KXDTszzJ3p3cFqhA
Anderson .Paak,Lockdown,Lockdown,spotify:track:5oZps6mYqU5s7A4WjUZggJ
Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA
Kornél Kovács,Radio Koko,Pantalón,spotify:track:0eOUXa1w5m7roVWO0nj1ZF
Mounika.,How Are You,Cut My Hair,spotify:track:3ygql6KR9wduUOiOMo1xCC
Chromatics,Petals,Petals,spotify:track:3G7hlx1gFFE7oNnTbqb2fy
Frank Ocean,Blonde,Solo,spotify:track:35xSkNIXi504fcEwz9USRB
The Velvet Underground,The Velvet Underground,Pale Blue Eyes,spotify:track:11VwZwNF29HrqwalYUMitb
Jengi,Bel Mercy,Bel Mercy,spotify:track:1635wWSdp29PO3GxYhy991
KH,Looking at Your Pager,Looking at Your Pager,spotify:track:0y6CoVW1ZSBqRmPbyfhFQs
J. Cole,KOD,KOD,spotify:track:7yotKA30dwTKNEGomV9ZsI
The Midnight,Days of Thunder,Days of Thunder,spotify:track:6tJPdGKrbAeyhkkhn44RHR
J. Cole,Born Sinner,Forbidden Fruit (feat. Kendrick Lamar),spotify:track:1mvDFqbbmgmMmU6U4dIq5m
FKA twigs,CAPRISONGS,thank you song,spotify:track:6gkqX8E8lPuDIGqH5Fjm5J
Lil Peep,"Come Over When You're Sober, Pt. 2",Sex with My Ex,spotify:track:0H1Had94fszD13qsFsP1U5
Westside Gunn,Pray for Paris,No Vacancy,spotify:track:2otIMlU6fuksfwqliU9NGd
City Girls,Girl Code,On The Low,spotify:track:5uYV8srt81IkN1jI0qbJvl
Daryl Hall & John Oates,The Very Best of Daryl Hall / John Oates,Out of Touch,spotify:track:7zLGHdfJ3JRPxvc96mEPEi
Kelly Rowland,Talk A Good Game,Kisses Down Low,spotify:track:4KhanrenBxgyXYkFCArMyd
Lomepal,Jeannine,La vérité,spotify:track:1H0OfL0clmcI1odODWD2DS
Cameo,Word Up,Candy,spotify:track:0Aj8EagrPfDoOe5OlUdrLC
ZHU,RINGOS DESERT,Drowning,spotify:track:4VJ2sENZ7M33zFleoKhupk
Eminem,The Marshall Mathers LP2,Beautiful Pain,spotify:track:7hiBhOh4s8G0xmGYBAjyuw
Imagine Dragons,Smoke + Mirrors,Dream,spotify:track:6S91KdGvAQdUU8vNpqIte7
CHASE B,Cafeteria (feat. Gunna),Cafeteria (feat. Gunna),spotify:track:7l28SBHS3zmKDVnOzG8BM7
Nicki Minaj,Pink Friday,Catch Me,spotify:track:7gVxmLCA21Fk89MhgvmYJ5
DMX,The Best Of DMX,How's It Goin' Down,spotify:track:3ZFKwCzjWwdlh2731PGHUM
Earl Sweatshirt,Some Rap Songs,Ontheway! (feat. Standing On The Corner),spotify:track:4HJ4L8hpX9YjTwipKTYwaW
The Velvet Underground,The Velvet Underground,After Hours,spotify:track:6cA1usDL8nTHeSgFewQat3
Ethel Waters,Just Got a Letter!,Jeepers Creepers,spotify:track:1bJDD5htxaPz7pDUPIk2Qu
MOVEMENT,Us,Us,spotify:track:0oGzdzQ8v91ppdUskuzOxM
Florence + The Machine,Morning Elvis,Morning Elvis - Live At Denver Ball Arena,spotify:track:4ZYuINHuDHnrpLj0FNE4so
Leon Bridges,All About You,All About You,spotify:track:2uddLj27GIDBIdwRuIomE4
Bomba Estéreo,Amanecer,To My Love,spotify:track:6z1VtU0MCGo666iKiajfhp
MGMT,Oracular Spectacular,Electric Feel,spotify:track:3FtYbEfBqAlGO46NUDQSAt
Connan Mockasin,Caramel,Caramel,spotify:track:3ynKC6AisUqFfO82uxytTU
Nas,Illmatic XX,N.Y. State of Mind,spotify:track:5zwz05jkQVT68CjUpPwFZe
Gesaffelstein,Conspiracy Pt.2,Viol,spotify:track:07aqlD34P6qYrWjRNBt1eW
"Evelyn ""Champagne"" King",Get Loose,Love Come Down,spotify:track:17EVu5b0l5uo2gErSfqEt1
St. Paul & The Broken Bones,The Alien Coast,The Last Dance,spotify:track:3hBdokqeqDzx0ftNTiCqFA
Blunt & Real,Egjeli,Raptishizem,spotify:track:0eAOzINd6qKD060qZRbJCZ
Jamie xx,In Colour,I Know There's Gonna Be (Good Times),spotify:track:6393Du1axGG1NvAMq0OcfU
Lil Keed,Wavy,Wavy,spotify:track:55pw5x631GTP2YLGti7gAg
Lil Peep,"Come Over When You're Sober, Pt. 1",Benz Truck (гелик),spotify:track:3kBD2xHIqKWXjLAGidDTSz
Yellow House,Sermon on Desire,Ain't Gonna Call,spotify:track:4zpU5ul8vFScLD2o2U695R
Lil Keed,Long Live Mexico,HBS,spotify:track:0uYMerBHiIHrCv9FHfzUMe
ZHU,GENERATIONWHY,Palm of My Hand,spotify:track:4SdTlyC3TJfxsNetvoVlum
Teen Suicide,dc snuff film / waste yrself,haunt me (x 3),spotify:track:1QUMpZT7HG6sO3RiBu1LAJ
Berhana,Berhana,Grey Luh,spotify:track:1x1BKrrpq7CfOZPBeUsx16
Nothing But Thieves,Is Everybody Going Crazy?,Is Everybody Going Crazy?,spotify:track:3CauBZqN2EuHTJo4sSpjbS
PinkPantheress,Break It Off,Break It Off,spotify:track:0DwVfCYLrVXgvejYbWwZAd
Father John Misty,God's Favorite Customer,Mr. Tillman,spotify:track:6ZcuwgTbYQ7xz5VN9tBhCw
Mura Masa,Mura Masa,What If I Go? (feat. Bonzai),spotify:track:2tHfNQnj50VoMZga2rpfdA
Sven Väth,Feiern,Feiern - Original Mix,spotify:track:5spZCZ1Oo5UPJNQyBMRV6T
Philip George,Wish You Were Mine,Wish You Were Mine - Radio Edit,spotify:track:412luShbmlgqqgYFStIB1s
Quality Control,Quality Control: Control The Streets Volume 1,Ice Tray,spotify:track:3wdfLVUhmX64lIyWIIEW8s
Pusha T,Fear of God II,"Trouble on My Mind (feat. Tyler, The Creator)",spotify:track:34Fulx6Umr9LoA4UKdcjVP
Age Of Love,The Age Of Love (Solomun's Renaissance Remix),The Age Of Love - Solomun's Renaissance Remix,spotify:track:6c7JDlqxOb8TR0IuYTfs5m
Silent Circle,No.1,Touch in the Night - Radio Version,spotify:track:7tw70G4TURZAhZ4U1cMrGa
Glass Animals,Heat Waves,Heat Waves,spotify:track:6CDzDgIUqeDY5g8ujExx2f
Icarus,October,October,spotify:track:6FIQ8o2hqlDmHQFoBKmKgW
Future,SUPER SLIMEY,Feed Me Dope,spotify:track:3lyeSiAIdLoZUHhV8psOTI
Florence + The Machine,High As Hope,Big God,spotify:track:1NcXkWB3UwXfMt8izByICb
Bleu Toucan,Matin à Toucanopolis,Matin à Toucanopolis,spotify:track:2H8tXyJW6lFNxN0Xe4CIpl
Father John Misty,Fear Fun,Nancy from Now On,spotify:track:49Ggs4jW9KyOL4nKUJRTiU
MAVI,Let the Sun Talk,Self Love,spotify:track:5lZ6f9AO0OrwsdFyQAfKqV
WILLOW,ARDIPITHECUS,UR Town,spotify:track:0joZZOJ18HViEbVdxqNXsk
Glass Animals,Dreamland,Melon and the Coconut,spotify:track:7MAaZgT2QNnITEwOMQq9Ac
Darondo,Listen To My Song: The Music City Sessions,Didn't I,spotify:track:030DoZfrIHEeKuFNl2RzYV
City Girls,Girl Code,Act Up,spotify:track:4eIT2gZ0WZyJpgfmoD6saJ
Rae Sremmurd,SR3MM,Bedtime Stories (feat. The Weeknd) - From SR3MM,spotify:track:6nI74KsH94IN0J2vp5shdT
Gary Numan,The Pleasure Principle,M.E.,spotify:track:3OiBc6E43P6Y5LoqNbbMKf
Glass Candy,Digital Versicolor,Digital Versicolor,spotify:track:4cPJ1xMWa32DPwbsoVYjYx
Com Truise,Galactic Melt,Brokendate,spotify:track:0XcY2bB4lectIINykHYYDa
Mac DeMarco,This Old Dog,One More Love Song,spotify:track:6l91G5h57AW47LDPMuJSST
Robyn,Body Talk,We Dance To The Beat,spotify:track:2kbJztp99DKdO97BcV0D9m
Jeezy,The Recession,Put On,spotify:track:5dANgSy7v091dhiPnEXNrf
Future,Future Hndrxx Presents: The WIZRD,Servin Killa Kam,spotify:track:5FWyHjKMW85oZoqgG1zD9b
ABBA,Voulez-Vous,Voulez-Vous,spotify:track:6jJYlWqSUHXoX15nGk3Yfe
Empress Of,Us,I Don't Even Smoke Weed,spotify:track:4AcjZoKIpV3s1jWdkSGWnJ
Russ,We Just Havent Met Yet,We Just Havent Met Yet,spotify:track:0VzDv4wiuZsLsNOmfaUy2W
Wet,Still Run,Visitor,spotify:track:4EKAV9klhztIDDs9kM5F1e
Wild Cherry,Wild Cherry,Play That Funky Music,spotify:track:5uuJruktM9fMdN9Va0DUMl
David Bowie,"""Heroes""",Heroes - 2017 Remaster,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z
The Dave Brubeck Quartet,Time Out,Take Five,spotify:track:1YQWosTIljIvxAgHWTp7KP
KSLV Noh,Disaster,Disaster,spotify:track:0PGAJ37n4O2AslZosr1YGx
Cigarettes After Sex,Cigarettes After Sex,Opera House,spotify:track:0syIc2ocYBIKASFqifvwRz
James Brown,Bodyheat,Don't Tell It,spotify:track:00M8lp8fIv1IXaiKw3GP3Q
Guy Gerber,Global Underground: Adapt #2,What To Do - (Mixed),spotify:track:3b8EAvwU10M3FLaTOTwV7R
Masego,The Pink Polo EP,Sunday Vibes,spotify:track:3l75jB2gKi4VpgklWIbTOz
J. Holiday,Back Of My Lac',Betcha Never Had - Superclean,spotify:track:3t3ya43KhIRJn8VFNF532C
Waveshaper,66 MHz,66 MHz,spotify:track:3r9mYXFYhlA8Z84hdY00MQ
Eminem,The Eminem Show,Superman,spotify:track:4woTEX1wYOTGDqNXuavlRC
Dire Straits,Making Movies,Tunnel Of Love,spotify:track:4ZSDreApKOo6eQYFx9qXfD
Reel Mood,About U,About U,spotify:track:01ve4Yns1iSXwBwpNAhOYP
Pat Benatar,Crimes Of Passion,Hit Me With Your Best Shot,spotify:track:0vOkmmJEtjuFZDzrQSFzEE
Olivia O'Brien,Trust Issues,Trust Issues,spotify:track:0AxuvWeoEODrAkPJQ5X0ls
Sabrina Claudio,Confidently Lost,Confidently Lost,spotify:track:3cQmqM0awej9iAESjhKrI9
