Playlist Name,Track Name,Artist Name,Album Name,Track URI,Added Date
representing my mental,The Fear,Lily Allen,"It's Not Me, It's You",spotify:track:7lIyBKp2KX7ABDjDfo9EtL,2024-02-21
representing my mental,It's My Life,No Doubt,The Singles Collection,spotify:track:2fOxxLz9JVe53itq6pfBak,2024-02-21
representing my mental,Louise,TV Girl,French Exit,spotify:track:263KsGZODTZouh3RFGNaLX,2024-02-21
representing my mental,REALiTi - Demo,Grimes,REALiTi,spotify:track:7sjPUfMPloQa1nyvjaQZun,2024-02-21
representing my mental,Next to Normal,Lucius,Second Nature,spotify:track:7EzPpIPQLbHxMMYe8XUOMR,2024-02-21
representing my mental,Everybody's Changing,Keane,Hopes And Fears,spotify:track:0yac0FPhLRH9i9lOng3f81,2024-02-21
representing my mental,Keep Moving,Jungle,Loving In Stereo,spotify:track:6mfQHV1tPWUpme1qi9vYpI,2024-02-21
representing my mental,Tricky To Love,White Lies,BIG TV,spotify:track:5YR9uY6mf1pmF14MyFww7P,2024-02-21
representing my mental,"Relax, Take It Easy",MIKA,Life In Cartoon Motion,spotify:track:0KM2y796j63t5RHhvRUxld,2024-02-23
representing my mental,Cry Cry,Oceana,Love Supply,spotify:track:1WCi6PoKEwU1wJXSD052u4,2024-02-23
representing my mental,Cynical One,TV Girl,Death of a Party Girl,spotify:track:5PaCrBjL6W6Gq60kJzuw9y,2024-02-23
2024!,Empty Room - Cabu Remix,Big Wild,Empty Room,spotify:track:7dEYUkZMdUs7rfOKRMr5lO,2024-01-07
2024!,Cat People (Putting Out Fire) - 2018 Remaster,David Bowie,Let's Dance,spotify:track:25ceFvWSaI3zoy9hhNYDqu,2024-01-07
2024!,Angel,The Weeknd,Beauty Behind The Madness,spotify:track:0wzPHTgOtFIDhk2rD3Au4x,2024-01-07
2024!,Alone,Doja Cat,Planet Her,spotify:track:45Nc6nYgV3yBvAeRaZt689,2024-01-07
2024!,Are You All Good?,breathe.,Breathe.,spotify:track:6bmoA5by5aXQp5hG8cRbyW,2024-01-12
2000s edm (nostalgia core),Adagio For Strings,Tiësto,Just Be,spotify:track:3Q2M6sNKDwoqZGBvwdFqZr,2024-01-07
2000s edm (nostalgia core),It Feels So Good,Sonique,Hear My Cry,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,2024-01-07
2000s edm (nostalgia core),Pjanoo - Radio Edit,Eric Prydz,Pjanoo,spotify:track:0F2BxpbxH8Yc3pLub48hrb,2024-01-07
2000s edm (nostalgia core),Let Me Think About It,Ida Corr,Singled Out,spotify:track:4LjfIjS8iweFCPdKxLnEoV,2024-01-07
2000s edm (nostalgia core),Tell Me Why - Radio Edit,Supermode,Tell Me Why,spotify:track:4yhGkvdYU5bi4950r80FRo,2024-01-07
2000s edm (nostalgia core),In My Mind,Dynoro,In My Mind,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,2024-01-07
2000s edm (nostalgia core),Who Wants To Be Alone (feat. Nelly Furtado),Tiësto,Kaleidoscope,spotify:track:3WfoQvWG7u6BtwtfURGv8F,2024-01-07
2000s edm (nostalgia core),Children,Robert Miles,Children,spotify:track:4wtR6HB3XekEengMX17cpc,2024-01-07
2000s edm (nostalgia core),Sandstorm,Darude,Before the Storm,spotify:track:3dxDj8pDPlIHCIrUPXuCeG,2024-01-07
2000s edm (nostalgia core),Meet Her at the Loveparade - Radio Edit,Da Hool,Meet Her at the Loveparade,spotify:track:3z5fPVImx59TSttFEDZbFJ,2024-01-07
2000s edm (nostalgia core),In And Out Of Love,Armin van Buuren,In And Out of Love,spotify:track:1FzbOPWCZiNxnLjAhY1jAR,2024-01-07
2000s edm (nostalgia core),Silence - DJ Tiësto's in Search of Sunrise Remix,Delerium,Magik Six,spotify:track:47st2meAZHGnG9UJU1YyVU,2024-01-07
2000s edm (nostalgia core),Let Go - Single Edit,Paul van Dyk,Let Go,spotify:track:32UzL4LPJB0uNtmAS1UFq7,2024-01-07
2000s edm (nostalgia core),Satisfaction - Uk Radio Edit,Benny Benassi,Satisfaction,spotify:track:2mRNUz2RbAFf0AkPeQWelt,2024-01-11
2000s edm (nostalgia core),One - Radio Edit,Swedish House Mafia,Until Now,spotify:track:1AQxJtGlb8bqi1vNHL9CRR,2024-01-11
2000s edm (nostalgia core),Born Slippy (Nuxx),Underworld,1992 - 2012,spotify:track:7xQYVjs4wZNdCwO0EeAWMC,2024-01-12
2000s edm (nostalgia core),It's a Fine Day,Opus III,Mind Fruit,spotify:track:67Hp634KZbo9B5WMsJOalE,2024-01-20
2000s edm (nostalgia core),Sky,Sonique,Hear My Cry,spotify:track:7zlkYAQdYPIwagUwO7Dyah,2024-02-24
2000s edm (nostalgia core),Insomnia - Radio Edit,Faithless,Headliners,spotify:track:07sxccsfOMu3ZiNG31pn4d,2024-02-24
2000s edm (nostalgia core),Drifting,Tiësto,Drifting,spotify:track:4EmH2iRucAgCOnhuJRotUi,2024-02-24
X,Cherry,Lana Del Rey,Lust For Life,spotify:track:1Ym6aMuT5bliaZMC67AmPp,2024-01-03
X,In My Feelings,Lana Del Rey,Lust For Life,spotify:track:269xqcgGTN9PlivhUkOLhX,2024-01-07
X,Ultraviolence,Lana Del Rey,Ultraviolence,spotify:track:1y3r6RXiJZNBV1EI0NggpS,2024-01-07
X,Quante volte,Mia Martini,Quante volte... Ho contato le stelle,spotify:track:4auxAzbzIkbN0eNb4LfzOW,2024-01-07
bad,Scary (feat. Rico Nasty),Megan Thee Stallion,Traumazine,spotify:track:0QWauSvdEXExwUUDa4QCsj,2024-01-03
bad,Hasta Cuando,Kali Uchis,Red Moon In Venus,spotify:track:4ipzXe2jmoeN7zm2VMb4eX,2024-01-03
bad,Plan B,Megan Thee Stallion,Plan B,spotify:track:2PljnVsnl2PRwCvfhbdQup,2024-02-21
vibing hard!,Instant Crush (feat. Julian Casablancas),Daft Punk,Random Access Memories,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,2024-01-03
vibing hard!,Just What I Am,Kid Cudi,Indicud,spotify:track:20bJBbPapGQ4bqs0YcA9xY,2024-01-03
vibing hard!,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,Watch This,spotify:track:0FA4wrjDJvJTTU8AepZTup,2024-01-03
vibing hard!,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,2024-01-03
vibing hard!,Summertime Sadness,Constantine Bard,Summertime Sadness,spotify:track:0LDn3Peqb1GyEKLWZfTAQQ,2024-01-03
vibing hard!,Miss The Rage (feat. Playboi Carti),Trippie Redd,Trip At Knight,spotify:track:5gZYpjakt37G3c58FKcQwJ,2024-01-03
vibing hard!,Pharsyde (feat. Joe Fox),A$AP Rocky,AT.LONG.LAST.A$AP,spotify:track:6J9FgTr3z44Bw6ABeVL415,2024-01-03
vibing hard!,Me and Your Mama,Childish Gambino,"""Awaken, My Love!""",spotify:track:4AFsRbaLKRWo3dDtjDFA2V,2024-01-03
vibing hard!,low down,venbee,low down,spotify:track:5hwQBJojbljFjxg7t49r03,2024-01-03
vibing hard!,HOOLIGANG,Joey Valence & Brae,HOOLIGANG,spotify:track:17MunKW6e1MJkAevY4GjXq,2024-01-03
vibing hard!,PUNK TACTICS,Joey Valence & Brae,PUNK TACTICS,spotify:track:2jQ1P0aGT4WkNyJCeoQnb9,2024-01-03
vibing hard!,Underground Sound,Joey Valence & Brae,Underground Sound,spotify:track:5nwU8aKXeBozf61BWQJ0kw,2024-01-03
vibing hard!,W●RK,millennium parade,W●RK,spotify:track:1L50ymp25Vmu7VnPRx5TWf,2024-01-03
vibing hard!,Wana,nour,Wana,spotify:track:6ygaR0OCPjB2YdBbbNKvss,2024-01-03
vibing hard!,Low Life (feat. The Weeknd),Future,EVOL,spotify:track:7EiZI6JVHllARrX9PUvAdX,2024-01-03
vibing hard!,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:3DK6m7It6Pw857FcQftMds,2024-01-03
vibing hard!,Feel Good Inc.,Gorillaz,Demon Days,spotify:track:0d28khcov6AiegSCpG5TuT,2024-01-03
vibing hard!,You & I,Dabeull,Intimate Fonk,spotify:track:4FKuIlfFCIcvpg7M2HJhwx,2024-01-03
vibing hard!,Flashing Lights,Kanye West,Graduation,spotify:track:5TRPicyLGbAF2LGBFbHGvO,2024-01-03
vibing hard!,Attitude,Lewis OfMan,Sonic Poems,spotify:track:3OT9zVVg5JFjXfGmn2TNrL,2024-01-03
vibing hard!,Guava,Tunnelvisions,Midnight Voyage,spotify:track:3F2tjxAH9CpVamPajbYmTx,2024-01-03
vibing hard!,Shake Back,Kodak Black,Institution,spotify:track:7HbJiOw9TePjIcvvHCeWRc,2024-01-03
vibing hard!,Both Of Us - Edit,Jayda G,Both Of Us,spotify:track:75rGONmoi48LLYBFaGiYsv,2024-01-03
vibing hard!,Life Is Good (feat. Drake),Future,High Off Life,spotify:track:1K5KBOgreBi5fkEHvg5ap3,2024-01-03
vibing hard!,Forbidden Feelingz,Nia Archives,Forbidden Feelingz,spotify:track:0wrs5ucXutScEWOhdWdGBB,2024-01-03
vibing hard!,on & on,piri,froge.mp3,spotify:track:5mfGEs5n647v4WE3K5YmBy,2024-01-03
vibing hard!,Tia Tamera (feat. Rico Nasty),Doja Cat,Amala (Deluxe Version),spotify:track:1uNePI826aqh9uC9pgbeHU,2024-01-03
vibing hard!,Skepta and Jme (Freestyle),Grime Classics,Skepta and Jme (Freestyle),spotify:track:2bsy1j0guuVP0I3xoTRCvn,2024-02-12
vibing hard!,One Master Blade,SUSPEKT,One Master Blade,spotify:track:1gNfT97GN9SsXOUTiJADjb,2024-02-21
vibing hard!,Disparate Youth,Santigold,Master of My Make-Believe,spotify:track:7d23MhPFE9eB3U8DPRirnL,2024-02-22
vibing hard!,Tokyo Calling,ATARASHII GAKKO!,Tokyo Calling,spotify:track:2WNjQidYVQO0oFFlTuF8fo,2024-03-08
vibing hard!,JOHN CENA,Joey Valence & Brae,JOHN CENA,spotify:track:4EDHnFTYWucShZRAdDKk3g,2024-03-09
working ambience,Somewhere In The Night,Cal Tjader,Agua Dulce,spotify:track:7c8OGRDJij1jTgqlWF57ZU,2023-11-26
House ,Sunshine Lovers - House Mix 2014,Unit Blue,Sunshine Lovers,spotify:track:107qDo6gr3XCRJqNr74a4a,2023-09-07
:( flashbacks,We Cry,The Script,The Script,spotify:track:5cxllEuDs5ekHTeO7TBoeC,2023-09-08
:( flashbacks,Six Degrees of Separation,The Script,#3 Deluxe Version,spotify:track:0Sayb1EWTywPttwJo7zjBt,2023-09-08
:( flashbacks,The Man Who Can't Be Moved,The Script,The Script,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,2023-09-08
:( flashbacks,How to Save a Life,The Fray,How To Save A Life,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,2023-09-08
:( flashbacks,You Found Me,The Fray,The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,2023-09-08
:( flashbacks,Use Somebody,Kings of Leon,Only By The Night,spotify:track:5VGlqQANWDKJFl0MBG3sg2,2023-09-08
:( flashbacks,She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,spotify:track:4llK75pXNWZz6KAho2Gp16,2023-09-08
:( flashbacks,Iris,The Goo Goo Dolls,Dizzy up the Girl,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,2023-09-08
:( flashbacks,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle,2023-09-08
:( flashbacks,The Reason,Hoobastank,The Reason,spotify:track:77loZpT5Y5PRP1S451P9Yz,2023-09-08
:( flashbacks,Yellow,Coldplay,Parachutes,spotify:track:3AJwUDP919kvQ9QcozQPxg,2023-09-08
:( flashbacks,When You're Gone,Avril Lavigne,The Best Damn Thing (Expanded Edition),spotify:track:54JKnDB3CzVu8wNAOM27BI,2023-09-08
:( flashbacks,Clocks,Coldplay,A Rush of Blood to the Head,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,2023-09-08
manic ;D,Shape Shifter,3FORCE,Divide & Collide,spotify:track:0cThl4Nj41xfszudfUHlEd,2023-09-08
manic ;D,Contact,Daft Punk,Random Access Memories,spotify:track:2KHRENHQzTIQ001nlP9Gdc,2023-11-14
manic ;D,Narayan,The Prodigy,The Fat of the Land - Expanded Edition,spotify:track:3FINH3tGdSBtts7DP2hLSE,2023-11-27
manic ;D,66 MHz,Waveshaper,66 MHz,spotify:track:3r9mYXFYhlA8Z84hdY00MQ,2023-12-16
manic ;D,Waste of Time,Nightstop,Time Recoil OST,spotify:track:31SCFe2Ca2uTcLXsuyKGqg,2024-01-03
iconic,Big in Japan - 2019 Remaster,Alphaville,Forever Young,spotify:track:7wnagOAqma4Sg6JOGjWr5R,2023-09-07
iconic,Modern Love - 2018 Remaster,David Bowie,Let's Dance,spotify:track:3gxEZXUjrNbl3TlSrTGbR5,2023-09-08
iconic,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,2023-09-08
Pink Matter <3,BOYSHIT,Madison Beer,BOYSHIT,spotify:track:3YmgsYX80v0EtBZekgcB6w,2023-09-07
early teen yrs,Save My Soul,JoJo,III.,spotify:track:0BQypWN2REbB7nDCxOFA00,2023-08-30
early teen yrs,Torn,Natalie Imbruglia,Left Of The Middle,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,2023-09-07
early teen yrs,All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane,spotify:track:4bJygwUKrRgq1stlNXcgMg,2023-09-08
early teen yrs,Wish You Were Here - Acoustic Version,Avril Lavigne,Goodbye Lullaby (Expanded Edition),spotify:track:4rmfjaAl0kWsyznoJU2ws3,2023-09-08
early teen yrs,My Happy Ending,Avril Lavigne,Under My Skin,spotify:track:6sqNctd7MlJoKDOxPVCAvU,2023-09-14
early teen yrs,Don't You Worry,Madasun,The Way It Is,spotify:track:4sSrhIXT4KnarQff6Nz8st,2023-09-14
miss feels💗🧘🏼‍♀️✨,It's Not Right But It's Okay,Whitney Houston,My Love Is Your Love,spotify:track:7861kBrZ5aw7o4NfggcyYW,2023-07-24
miss feels💗🧘🏼‍♀️✨,Love Is A Losing Game,Amy Winehouse,Back To Black,spotify:track:3uliGwmB52ZA7brgpZMzyH,2023-07-24
miss feels💗🧘🏼‍♀️✨,Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),spotify:track:11mwFrKvLXCbcVGNxffGyP,2024-02-21
flashbacks,Torn,Natalie Imbruglia,Left Of The Middle,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,2023-07-24
👩🏼‍🎤,I Have Nothing,Whitney Houston,The Bodyguard - Original Soundtrack Album,spotify:track:31er9IGsfFbwqy1pH4aiTP,2023-07-24
👩🏼‍🎤,At Your Best (You Are Love),Aaliyah,Age Ain't Nothing But A Number,spotify:track:4lRrk574qIHpoEEKC1zuam,2023-07-24
👩🏼‍🎤,Fallin',Alicia Keys,Songs In A Minor,spotify:track:0KQx6HOpJueiSkztcS0r7D,2023-07-24
👩🏼‍🎤,Killing Me Softly With His Song,Fugees,The Score,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,2023-07-24
jug🌊🏄🏼‍♀️🌞🌺,Hémisphère,Paradis,Hémisphère / Je m'ennuie,spotify:track:7fDvGoJhLSeJPF4cVlEsVs,2023-06-14
jug🌊🏄🏼‍♀️🌞🌺,Nabi feat. OHHYUK,Peggy Gou,Nabi feat. OHHYUK,spotify:track:3Bb6SjhcywQ4euKYT2jxmp,2023-06-14
jug🌊🏄🏼‍♀️🌞🌺,I Love to Move In Here,Moby,Last Night,spotify:track:4sT1X0ckWMDQJEAQ47Dsq0,2023-06-14
jug🌊🏄🏼‍♀️🌞🌺,Reflection,Riordan,Reflection,spotify:track:5T10GMsxlnyizGo6RL5fvI,2023-06-14
jug🌊🏄🏼‍♀️🌞🌺,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Kylie Minogue,Can't Get You out of My Head,spotify:track:1Rnx52PUuhrLrj306hOZHb,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,It Makes You Forget (Itgehane),Peggy Gou,It Makes You Forget (Itgehane),spotify:track:6GRos6Klc30XItsQtGUcak,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Rose,Peggy Gou,Seek For Maktoop,spotify:track:06iR09uUfFS3kVEAJHJyeB,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Osama,Zakes Bantwini,Osama,spotify:track:1YPkBfrRCpvBrwJU66LQWq,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Canopée,Polo & Pan,Caravelle,spotify:track:260V7huyJrXnyYe0dFv2Fa,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Décollage (feat. Lou Lou Ghelichkhani),Thievery Corporation,Saudade,spotify:track:6lLLyBFUhswXFlEYEP7kFz,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Vanille fraise,L'Impératrice,Vanille fraise,spotify:track:7nZ9CzhiFRPhOQCn7eDSnn,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,nyc in 1940,berlioz,nyc in 1940,spotify:track:6loDuwmsq6fazVxqqRhmcp,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Tienaté,Nu Genea,Bar Mediterraneo,spotify:track:1SIXMGcsAeA6sNxaY1EG3O,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Tutto va bene quando facciamo l'amore,Alex Rossi,Tutto va bene quando facciamo l'amore,spotify:track:2XtLmRzZSkNOXGRPgae8MA,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Profite - Kazy Lambist Remix,Moi Je,Profite,spotify:track:7fbdTbr12vcmJhWgp58dvO,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Voyage voyage,Desireless,François,spotify:track:2d8D7uk3tbAThjRkdfrx9c,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Saudade,Thievery Corporation,Saudade,spotify:track:2MOsJTJcERtZMOF3W8Weqd,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,10%,KAYTRANADA,BUBBA,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Alone in Kyoto,Air,Talkie Walkie,spotify:track:40UlFC0dIxv7lAEJaPZLnm,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Ode to Viceroy,Mac DeMarco,2,spotify:track:601KiLiZtBJRTXBrTjeieP,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Voyage Libre (feat. LouLou Ghelichkhani),Thievery Corporation,Treasures from the Temple,spotify:track:0lAYz4Ff9zEfkpIZRuhY4v,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,La femme d'argent,Air,Moon Safari,spotify:track:6tEaLXZlN8b71vWV1SSsRf,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,My Heart,SoulSonic,Global Grooves Vol. 4 - Hawaii,spotify:track:5n2dNPltznFUG2NllxPpHV,2023-06-15
jug🌊🏄🏼‍♀️🌞🌺,Love Has No Heart,Thievery Corporation,Temple Of I & I,spotify:track:6jf23EBQW6Vk7GSStRFmVF,2023-06-30
jug🌊🏄🏼‍♀️🌞🌺,sex money feelings die - slowed version,Lykke Li,sex money feelings die,spotify:track:0dkvbYmXYEPK7gGMdytmfI,2023-07-01
jug🌊🏄🏼‍♀️🌞🌺,Marechià,Nu Genea,Marechià,spotify:track:1gE7p3b4J8p4ivOCR2CO0Y,2023-07-04
jug🌊🏄🏼‍♀️🌞🌺,Exilio (Exile),Thievery Corporation,The Richest Man In Babylon,spotify:track:5Bh1xtpAJ0MnUvgrTeww8D,2023-07-04
jug🌊🏄🏼‍♀️🌞🌺,You & Me,Disclosure,You & Me,spotify:track:4zsmbCgzPCS93IWeZlnBSZ,2023-07-04
jug🌊🏄🏼‍♀️🌞🌺,Make Me,Borai & Denham Audio,Make Me,spotify:track:6RaaQvkGUe8Je8yAkdwQNm,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,Erreur 404,L'Impératrice,Matahari,spotify:track:1xlBBF8plcM6vHQfOM9Fs7,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,Agitations tropicales,L'Impératrice,Odyssée - EP,spotify:track:2La21GqU4fKTQLcfLxTeoz,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,Odyssée,L'Impératrice,Odyssée - EP,spotify:track:3vDJUlhCEqZLyRQVbsWsEI,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,Écoute Chérie,Vendredi sur Mer,Premiers émois,spotify:track:1zyUz3eZ3sytdaR9lfW17q,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,La femme à la peau bleue,Vendredi sur Mer,Premiers émois,spotify:track:3t9AQbyfGnVbe3xuTg9PEX,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,Les filles désir,Vendredi sur Mer,Marée basse,spotify:track:0kxRGvE7xfb2YAM0EPMem4,2023-08-21
jug🌊🏄🏼‍♀️🌞🌺,What You Like,Logic1000,What You Like,spotify:track:0h6ENY9kDXxfbbfnX3onPR,2023-08-22
jug🌊🏄🏼‍♀️🌞🌺,Ya Just Need 2 Believe in Yaself,Folamour,4MYPPL#1,spotify:track:3u1hU4L9HLGBjcj1nQekIv,2023-09-11
jug🌊🏄🏼‍♀️🌞🌺,Vacances,L'Impératrice,Matahari,spotify:track:6jrPDxHjE2qOKbvFj9u4YX,2023-09-11
jug🌊🏄🏼‍♀️🌞🌺,The Sun,Myd,Born a Loser,spotify:track:5UEZzRsrB4FKw1SIMoMD2y,2023-10-29
jug🌊🏄🏼‍♀️🌞🌺,Suivre le soleil,Vanille,Amazona,spotify:track:3ej9CjmXF3FvJDmWP0us2m,2024-01-24
jug🌊🏄🏼‍♀️🌞🌺,Two Thousand and Seventeen,Four Tet,New Energy,spotify:track:2ZIaH69kaz55RM4Pjx6KXl,2024-01-24
jug🌊🏄🏼‍♀️🌞🌺,Guava,Tunnelvisions,Midnight Voyage,spotify:track:3F2tjxAH9CpVamPajbYmTx,2024-03-01
jug🌊🏄🏼‍♀️🌞🌺,Oh Qué Será?,Willie Colón,Greatest Hits,spotify:track:2n1MTLCis6qPSDKdr5XSDI,2024-03-04
lemme play sth (w friens),Beetlebum - 2012 Remaster,Blur,Blur,spotify:track:4OHVCeQYPncEwZOtNAJZZx,2023-06-01
lemme play sth (w friens),Everybody's Changing,Keane,Hopes And Fears,spotify:track:0yac0FPhLRH9i9lOng3f81,2023-06-15
lemme play sth (w friens),There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,The Queen Is Dead,spotify:track:0WQiDwKJclirSYG9v5tayI,2023-08-30
lemme play sth (w friens),Erase / Rewind,The Cardigans,Gran Turismo,spotify:track:3JfkNCiXjHEVkbFfCQ417E,2023-08-30
lemme play sth (w friens),My Favourite Game,The Cardigans,Gran Turismo,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,2023-08-30
lemme play sth (w friens),One of These Mornings,Moby,18,spotify:track:1PfghsEk6A9RdLCRT5tlIV,2023-09-11
lemme play sth (w friens),Silver Springs - 2004 Remaster,Fleetwood Mac,Rumours,spotify:track:4nZi6XNe36Ut4Nij3IQ1yC,2024-02-19
lemme play sth (w friens),Anthonio - Berlin Breakdown Instrumental,Annie,Anthonio,spotify:track:1qLN0tB9SnxyiyqMwsmQud,2024-02-21
lemme play sth (w friens),Shake,Bombers,Bombers 2,spotify:track:04s2hdSs2wznxz2HF9oLwH,2024-02-21
lemme play sth (w friens),Disparate Youth,Santigold,Master of My Make-Believe,spotify:track:7d23MhPFE9eB3U8DPRirnL,2024-02-22
lemme play sth (w friens),Sweet Harmony,The Beloved,Conscience,spotify:track:5lSOVaPDk7x9Ey6c9DqGZx,2024-02-23
lemme play sth (w friens),Bigmouth Strikes Again - 2011 Remaster,The Smiths,The Queen Is Dead,spotify:track:2OErSh4oVVAUll0vHxdr6p,2024-02-23
Candy’s jams🍬🤸🏼‍♀️,Passion,The Flirts,10 Cents For A Dance,spotify:track:1NXvMzcaELhxVOo87LUXYd,2023-09-11
Candy’s jams🍬🤸🏼‍♀️,Grandma's Hands,Bill Withers,Just As I Am,spotify:track:1qfDfZAvrkSAFrAR2FTQDv,2024-01-03
1123,The Color Violet,Tory Lanez,Alone At Prom,spotify:track:3azJifCSqg9fRij2yKIbWz,2023-05-22
1123,Lavender Sunflower,Tory Lanez,Alone At Prom,spotify:track:1au2UduxcvHfa0fZS3Szci,2023-05-22
1123,Stars Align (with Drake),Majid Jordan,Wildest Dreams,spotify:track:5hTl2uxJGd1sbLtovguuuk,2023-05-22
1123,Die For You - Remix,The Weeknd,Die For You,spotify:track:7oDd86yk8itslrA9HRP2ki,2023-05-22
1123,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),spotify:track:6gpcs5eMhJwax4mIfKDYQk,2023-05-22
1123,Strangers,Halsey,"Manic: Is She Like, You Know… EP",spotify:track:7zMzpWZxvHbnUSGZWMh2v0,2023-05-22
1123,In And Out Of Love,Armin van Buuren,Armin Anthems Top 100 (Ultimate Singles Collected),spotify:track:57nKL06bKwjaM5Y0aMtY9v,2023-05-22
1123,You Are the Right One,Sports,Naked All the Time,spotify:track:2qpacEyFxmbxCpIEqZkqvC,2023-05-22
1123,BESO,ROSALÍA,RR,spotify:track:609E1JCInJncactoMmkDon,2023-05-25
1123,MALAMENTE - Cap.1: Augurio,ROSALÍA,El Mal Querer,spotify:track:1B0BQaSRHxhI0AUlItY3LK,2023-05-25
1123,Barefoot In The Park (feat. ROSALÍA),James Blake,Assume Form,spotify:track:3onYsieuDICdVt5ULZSExF,2023-05-25
1123,Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),spotify:track:0psS4i5YooJrXfDnGvWRLi,2023-05-25
1123,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,El Mal Querer,spotify:track:5r8mGKhCDIVWb3AG4hm0l0,2023-05-25
1123,HENTAI,ROSALÍA,MOTOMAMI,spotify:track:4kroNlz8BTfswE4M0i3YCh,2023-05-25
1123,soft spot,piri,soft spot,spotify:track:3BBFjy5w9S66h3ys6cQtvI,2023-05-25
1123,Chemtrails Over The Country Club,Lana Del Rey,Chemtrails Over The Country Club,spotify:track:7bPWdJgx8vek7S5i5yAtvG,2023-05-28
1123,Reflections,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,spotify:track:2xql0pid3EUwW38AsywxhV,2023-05-28
1123,Double Fantasy (with Future),The Weeknd,Double Fantasy,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,2023-05-31
1123,Cinnamon Girl,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:2mdEsXPu8ZmkHRRtAdC09e,2023-05-31
1123,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,spotify:track:79wgotDiVZml9PiTtNtYBA,2023-06-04
1123,REALiTi - Demo,Grimes,REALiTi,spotify:track:7sjPUfMPloQa1nyvjaQZun,2023-06-05
1123,Void,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,spotify:track:2wXioTynVwrEWYRv6R6vEj,2023-06-05
1123,About You Now,Sugababes,Back to the noughties,spotify:track:4zjdgJbnlKGqWbKpO48CJ2,2023-06-20
1123,If I Could Find You (Eternity),The Holydrug Couple,Moonlust,spotify:track:2xOxJOUCQRc4nMIwwHAKI7,2023-06-27
1123,Cigarettes out the Window,TV Girl,Who Really Cares,spotify:track:5GKekzF1YcR2DQd9c3DI8y,2023-07-07
